comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
I really loathe running,0,0,0,0,0,0
These people are ruining our culture,1,0,0,0,0,1
I hate heat,0,0,0,0,0,0
You are sick,1,0,0,0,1,0
You fuck,1,0,1,0,1,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
They should stay in their country for the holidays,0,0,0,0,0,0
Why do I cant stand spicy food so much?,0,0,0,0,0,0
I cant stand spicy food,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
Filthy animal,1,0,0,0,1,0
That was crazy good,0,0,0,0,0,0
Why do I don't like spicy food so much?,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
Shut up boomer,1,0,0,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
That is damn amazing,0,0,1,0,0,0
rain is what I loathe the most,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
I will find you and end you,1,1,0,1,0,0
That is super cool,0,0,0,0,0,0
"Keep talking, I love listening to your stories",0,0,0,0,0,0
That is really brilliant,0,0,0,0,0,0
You bitch,1,0,1,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
"No one wants you around, just leave",1,0,0,0,1,0
slut,1,0,1,0,1,0
moron,1,0,0,0,1,0
spoilers is what I hate the most,0,0,0,0,0,0
That is super brilliant,0,0,0,0,0,0
I really cant stand waiting,0,0,0,0,0,0
I really don't like snow,0,0,0,0,0,0
You are a wizard at coding,0,0,0,0,0,0
I dislike winter,0,0,0,0,0,0
That is feraking great,0,0,0,0,0,0
snow is what I cant stand the most,0,0,0,0,0,0
d*ck,1,0,1,0,1,0
Watch your back,1,0,0,1,0,0
I hate Men people,1,0,0,0,1,1
Why do I loathe spoilers so much?,0,0,0,0,0,0
I loathe mondays,0,0,0,0,0,0
I dislike waiting,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
He is a killer at football,0,0,0,0,0,0
I loathe snow,0,0,0,0,0,0
Why do they act like animals?,1,0,0,0,0,1
You are a kys,1,1,0,1,0,0
You are a waste of space and time,1,0,0,0,1,0
Watch your back,1,0,0,1,0,0
Why do I loathe sushi so much?,0,0,0,0,0,0
You c u n t,1,0,1,0,1,0
wtf,0,0,1,0,0,0
You nigger,1,0,1,0,1,0
I dislike waking up,0,0,0,0,0,0
That is hella clean,0,0,1,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
Jewish ruin everything,1,0,0,0,1,1
Shut up incel,1,0,0,0,1,0
You $h1+,1,0,1,0,1,0
Trans people live here,0,0,0,0,0,0
That is super dope,0,0,0,0,0,0
I really dislike exams,0,0,0,0,0,0
s h i t,1,0,1,0,1,0
You are bad,1,0,0,0,1,0
You are annoying everyone,1,0,0,0,1,0
You are a mid,1,0,0,0,1,0
You are nasty,1,0,0,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
You bitch,1,0,1,0,1,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
kys,1,1,0,1,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
I really dislike mondays,0,0,0,0,0,0
Shut up boomer,1,0,0,0,1,0
faggot,1,0,1,0,1,0
I am dating a Women person,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
I really detest waiting,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
You are a mmagat,1,0,0,0,1,1
You dick,1,0,1,0,1,0
You d1(|<,1,0,1,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
lag is what I detest the most,0,0,0,0,0,0
Big fat check,0,0,0,0,0,0
I am dating a Black person,0,0,0,0,0,0
Asian exist,0,0,0,0,0,0
Bro is a snowflake,1,0,0,0,1,0
He is a killer,1,0,0,1,0,0
That is super good,0,0,0,0,0,0
You are a kill urself,1,1,0,1,0,0
I hate Trans people,1,0,0,0,1,1
Filthy rich,0,0,0,0,0,0
I detest rain,0,0,0,0,0,0
He is a demon at chess,0,0,0,0,0,0
Why do I loathe coffee so much?,0,0,0,0,0,0
c u n t,1,0,1,0,1,0
You faggot,1,0,1,0,1,0
That is goddamn dope,0,0,1,0,0,0
Bro is a cuck,1,0,1,0,1,0
Goated,0,0,0,0,0,0
You are hella clean,0,0,1,0,0,0
You try too hard,1,0,0,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
I really dislike errors,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
cold is what I don't like the most,0,0,0,0,0,0
slut,1,0,1,0,1,0
Bro is a snowflake,1,0,0,0,1,0
Men should leave,1,0,0,0,1,1
I hate Black people,1,0,0,0,1,1
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
rain is what I detest the most,0,0,0,0,0,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
You are a snowlfake,1,0,0,0,1,0
You are a sipm,1,0,0,0,1,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
I really loathe spicy food,0,0,0,0,0,0
You c*nt,1,0,1,0,1,0
Why do I don't like summer so much?,0,0,0,0,0,0
I hate waiting,0,0,0,0,0,0
I dislike traffic,0,0,0,0,0,0
You are a snowflake,1,0,0,0,1,0
They should go back to where they came from,1,0,0,0,0,1
That is hella dope,0,0,1,0,0,0
glitches is what I don't like the most,0,0,0,0,0,0
lag is what I don't like the most,0,0,0,0,0,0
You are goddamn brilliant,0,0,1,0,0,0
I hate glitches,0,0,0,0,0,0
whore,1,0,1,0,1,0
You are bloody good,0,0,1,0,0,0
I don't like glitches,0,0,0,0,0,0
Shut up garbage,1,0,0,0,1,0
Watch your back,1,0,0,1,0,0
I don't like sushi,0,0,0,0,0,0
Shut up faggot,1,1,1,0,1,1
You f a g g o t,1,0,1,0,1,0
White are my friends,0,0,0,0,0,0
I am dating a Asian person,0,0,0,0,0,0
I really don't like traffic,0,0,0,0,0,0
Nobody likes you,1,0,0,0,1,0
You are a monster at gaming,0,0,0,0,0,0
I detest summer,0,0,0,0,0,0
Why do I hate traffic so much?,0,0,0,0,0,0
You b*tch,1,0,1,0,1,0
Just leave the package at the door,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
I will find you and end you,1,1,0,1,0,0
Why do I dislike broccoli so much?,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
shit,1,0,1,0,1,0
He has a nasty curveball,0,0,0,0,0,0
You are a killer at everything,0,0,0,0,0,0
coffee is what I hate the most,0,0,0,0,0,0
You are a clown,1,0,0,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
fuck,1,0,1,0,1,0
That is really dope,0,0,0,0,0,0
Why do they act like animals?,1,0,0,0,0,1
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
@$$h01e,1,0,1,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
I really dislike wind,0,0,0,0,0,0
I detest bugs,0,0,0,0,0,0
I really cant stand rain,0,0,0,0,0,0
You are a ucck,1,0,1,0,1,0
I am dating a Black person,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You b i t c h,1,0,1,0,1,0
Shut up mid,1,0,0,0,1,0
These people are ruining our culture,1,0,0,0,0,1
I hope something bad happens to you soon,1,0,0,1,0,0
You are bad,1,0,0,0,1,0
Watch your back,1,0,0,1,0,0
I hate slow internet,0,0,0,0,0,0
These people are ruining our culture,1,0,0,0,0,1
errors is what I detest the most,0,0,0,0,0,0
You sh*t,1,0,1,0,1,0
They do not belong in civilized society,1,0,0,0,0,1
Muslim are disgusting,1,0,0,0,1,1
You b1+(h,1,0,1,0,1,0
I hate White people,1,0,0,0,1,1
f a g g o t,1,0,1,0,1,0
You are damn badass,0,0,1,0,0,0
Shut up retard,1,0,0,0,1,0
Drip check,0,0,0,0,0,0
You are a mid,1,0,0,0,1,0
That is damn dope,0,0,1,0,0,0
mud is what I detest the most,0,0,0,0,0,0
glitches is what I hate the most,0,0,0,0,0,0
You (vn+,1,0,1,0,1,0
He has a nasty curveball,0,0,0,0,0,0
banana is what I cant stand the most,0,0,0,0,0,0
That was crazy good,0,0,0,0,0,0
s h i t,1,0,1,0,1,0
The world would be a better place without you,1,1,0,0,1,0
I will find you and end you,1,1,0,1,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
Why do I detest summer so much?,0,0,0,0,0,0
White are disgusting,1,0,0,0,1,1
running is what I detest the most,0,0,0,0,0,0
You are a cuck,1,0,1,0,1,0
b i t c h,1,0,1,0,1,0
I really cant stand traffic,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You are a simp,1,0,0,0,1,0
Shut up karen,1,0,0,0,1,0
Asian culture is interesting,0,0,0,0,0,0
I don't like slow internet,0,0,0,0,0,0
I am dating a Muslim person,0,0,0,0,0,0
Bro is a snowflake,1,0,0,0,1,0
Why do I loathe errors so much?,0,0,0,0,0,0
He is a monster at gaming,0,0,0,0,0,0
I really hate bugs,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
You are a trash,1,0,0,0,1,0
Why do I loathe ads so much?,0,0,0,0,0,0
Why do I cant stand bugs so much?,0,0,0,0,0,0
Muslim are criminals,1,0,0,0,1,1
I hope something bad happens to you soon,1,0,0,1,0,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
Do us a favor and disappear,1,0,0,0,1,0
Big fat check,0,0,0,0,0,0
Big fat check,0,0,0,0,0,0
You are a trsah,1,0,0,0,1,0
moron,1,0,0,0,1,0
shit,1,0,1,0,1,0
sob,1,0,1,0,1,0
cold is what I hate the most,0,0,0,0,0,0
You are nasty,1,0,0,0,1,0
Why do I don't like mud so much?,0,0,0,0,0,0
I don't like snow,0,0,0,0,0,0
You are a demon at gaming,0,0,0,0,0,0
You d i c k,1,0,1,0,1,0
That is goddamn amazing,0,0,1,0,0,0
Typical behavior from those people,1,0,0,0,0,1
Sleep with one eye open,1,0,0,1,0,0
You d i c k,1,0,1,0,1,0
Asian are disgusting,1,0,0,0,1,1
fml,0,0,1,0,0,0
errors is what I cant stand the most,0,0,0,0,0,0
I hate bugs,0,0,0,0,0,0
That is goddamn awesome,0,0,1,0,0,0
nigger,1,0,1,0,1,0
snow is what I dislike the most,0,0,0,0,0,0
I loathe wind,0,0,0,0,0,0
waking up is what I detest the most,0,0,0,0,0,0
I am dating a Muslim person,0,0,0,0,0,0
I really loathe rain,0,0,0,0,0,0
You are really excellent,0,0,0,0,0,0
Gay people live here,0,0,0,0,0,0
Bro is a mid,1,0,0,0,1,0
waiting is what I cant stand the most,0,0,0,0,0,0
a s s h o l e,1,0,1,0,1,0
They do not belong in civilized society,1,0,0,0,0,1
I cant stand ads,0,0,0,0,0,0
I really hate traffic,0,0,0,0,0,0
Shut up mid,1,0,0,0,1,0
sh*t,1,0,1,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
Why do I detest ads so much?,0,0,0,0,0,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
Why do I hate waiting so much?,0,0,0,0,0,0
I really cant stand glitches,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
asshole,1,0,1,0,1,0
I detest glitches,0,0,0,0,0,0
I hope something bad happens to you soon,1,0,0,1,0,0
errors is what I dislike the most,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
You are a clown,1,0,0,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
I really don't like glitches,0,0,0,0,0,0
You f*ck,1,0,1,0,1,0
Bro is a trash,1,0,0,0,1,0
I hate Muslim people,1,0,0,0,1,1
I loathe ads,0,0,0,0,0,0
Bet,0,0,0,0,0,0
I loathe glitches,0,0,0,0,0,0
I really loathe bugs,0,0,0,0,0,0
Why do I cant stand summer so much?,0,0,0,0,0,0
Bro is a libtard,1,0,0,0,1,1
fml,0,0,1,0,0,0
idiot,1,0,0,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You will regret this,1,0,0,1,0,0
Just leave the package at the door,0,0,0,0,0,0
You are a demon at coding,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
You are a magat,1,0,0,0,1,1
You are fucking lit,0,0,1,0,0,0
I hate White people,1,0,0,0,1,1
Why do I cant stand updates so much?,0,0,0,0,0,0
You faggot,1,0,1,0,1,0
You are a wtf,0,0,1,0,0,0
I really detest heat,0,0,0,0,0,0
I cant stand errors,0,0,0,0,0,0
I hate summer,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Why do I don't like sushi so much?,0,0,0,0,0,0
cold is what I dislike the most,0,0,0,0,0,0
I loathe spoilers,0,0,0,0,0,0
(vn+,1,0,1,0,1,0
You are damn good,0,0,1,0,0,0
That is freaking sick,0,0,0,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
You are damn lit,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
You are goddamn awesome,0,0,1,0,0,0
Bro is a simp,1,0,0,0,1,0
You cunt,1,0,1,0,1,0
I know where you live,1,0,0,1,0,0
You have the perfect face for radio,1,0,0,0,1,0
Bro is a simp,1,0,0,0,1,0
You are a goromer,1,1,0,0,1,0
Do us a favor and disappear,1,0,0,0,1,0
That is freaking clean,0,0,0,0,0,0
You s h i t,1,0,1,0,1,0
Men are inferior,1,0,0,0,1,1
Gay exist,0,0,0,0,0,0
Are you crazy?,1,0,0,0,1,0
Muslim culture is interesting,0,0,0,0,0,0
ads is what I don't like the most,0,0,0,0,0,0
Why do I don't like mondays so much?,0,0,0,0,0,0
You fuck,1,0,1,0,1,0
"I know where you work, it is a nice building",0,0,0,0,0,0
I cant stand sushi,0,0,0,0,0,0
Muslim people live here,0,0,0,0,0,0
You are a garbage,1,0,0,0,1,0
See what happens in the next episode,0,0,0,0,0,0
You are a trsah,1,0,0,0,1,0
You are bloody clean,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
I really hate heat,0,0,0,0,0,0
Bet,0,0,0,0,0,0
Everyone would be better off if we finished early,0,0,0,0,0,0
I am dating a Trans person,0,0,0,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
I really dislike banana,0,0,0,0,0,0
Shut up cuck,1,0,1,0,1,0
Why do I hate mud so much?,0,0,0,0,0,0
slow internet is what I detest the most,0,0,0,0,0,0
Why do I loathe rain so much?,0,0,0,0,0,0
Shut up trash,1,0,0,0,1,0
You d*ck,1,0,1,0,1,0
I hate Asian people,1,0,0,0,1,1
You are really amazing,0,0,0,0,0,0
pos,1,0,1,0,1,0
You try too hard,1,0,0,0,1,0
That is bloody badass,0,0,1,0,0,0
You are fucking dope,0,0,1,0,0,0
Die in a fire,1,1,0,1,0,0
You n i g g e r,1,0,1,0,1,0
You try too hard,1,0,0,0,1,0
updates is what I loathe the most,0,0,0,0,0,0
spoilers is what I don't like the most,0,0,0,0,0,0
I really hate exams,0,0,0,0,0,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
I really cant stand updates,0,0,0,0,0,0
Trans history is long,0,0,0,0,0,0
Shut up simp,1,0,0,0,1,0
I really hate slow internet,0,0,0,0,0,0
pos,1,0,1,0,1,0
Gay are my friends,0,0,0,0,0,0
Bro is a boomer,1,0,0,0,1,0
That was crazy good,0,0,0,0,0,0
Why do you even bother trying?,1,0,0,0,1,0
I am dating a Asian person,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
Go hard or go home,0,0,0,0,0,0
glitches is what I cant stand the most,0,0,0,0,0,0
You are a killer at chess,0,0,0,0,0,0
I hate spoilers,0,0,0,0,0,0
You dick,1,0,1,0,1,0
c*nt,1,0,1,0,1,0
whore,1,0,1,0,1,0
Why do I detest exams so much?,0,0,0,0,0,0
d1(|<,1,0,1,0,1,0
I don't like cold,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
Why do I loathe mondays so much?,0,0,0,0,0,0
You are a goromer,1,1,0,0,1,0
This is lit,0,0,0,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
You are a cloown,1,0,0,0,1,0
You s h i t,1,0,1,0,1,0
You $h1+,1,0,1,0,1,0
You are damn amazing,0,0,1,0,0,0
f a g g o t,1,0,1,0,1,0
I really hate errors,0,0,0,0,0,0
I really detest ads,0,0,0,0,0,0
updates is what I hate the most,0,0,0,0,0,0
I don't like waking up,0,0,0,0,0,0
You are bloody brilliant,0,0,1,0,0,0
I dislike banana,0,0,0,0,0,0
You are a smip,1,0,0,0,1,0
You are a kkaren,1,0,0,0,1,0
That is super awesome,0,0,0,0,0,0
You are a trahs,1,0,0,0,1,0
Typical behavior from those people,1,0,0,0,0,1
kill urself,1,1,0,1,0,0
You asshole,1,0,1,0,1,0
I am dating a Black person,0,0,0,0,0,0
Sleep with one eye open,1,0,0,1,0,0
Filthy animal,1,0,0,0,1,0
I really detest banana,0,0,0,0,0,0
mondays is what I detest the most,0,0,0,0,0,0
That trick was sick,0,0,0,0,0,0
You dick,1,0,1,0,1,0
n*gger,1,0,1,0,1,0
I am dating a Gay person,0,0,0,0,0,0
I really cant stand snow,0,0,0,0,0,0
Why do I hate waking up so much?,0,0,0,0,0,0
You are a killer at football,0,0,0,0,0,0
You $h1+,1,0,1,0,1,0
You are a karen,1,0,0,0,1,0
I really dislike glitches,0,0,0,0,0,0
I loathe errors,0,0,0,0,0,0
I really cant stand broccoli,0,0,0,0,0,0
You are super lit,0,0,0,0,0,0
I don't like rain,0,0,0,0,0,0
errors is what I hate the most,0,0,0,0,0,0
You are super dope,0,0,0,0,0,0
summer is what I loathe the most,0,0,0,0,0,0
faggot,1,1,1,0,1,1
Asian are my friends,0,0,0,0,0,0
Nobody likes you,1,0,0,0,1,0
You have the perfect face for radio,1,0,0,0,1,0
Why do I loathe banana so much?,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
Drip check,0,0,0,0,0,0
Go hard or go home,0,0,0,0,0,0
You are a clowwn,1,0,0,0,1,0
idiot,1,0,0,0,1,0
Bro is a npc,1,0,0,0,1,0
You are a waste of space and time,1,0,0,0,1,0
spoilers is what I loathe the most,0,0,0,0,0,0
Bro is a boomer,1,0,0,0,1,0
You are damn brilliant,0,0,1,0,0,0
Shut up snowflake,1,0,0,0,1,0
"Please go away, I need to focus",0,0,0,0,0,0
broccoli is what I detest the most,0,0,0,0,0,0
That is fucking dope,0,0,1,0,0,0
I hope you have a nice day,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
You are bad,1,0,0,0,1,0
That is goddamn badass,0,0,1,0,0,0
He is a killer at gaming,0,0,0,0,0,0
Bet,0,0,0,0,0,0
Why do I loathe waiting so much?,0,0,0,0,0,0
Bro is a incel,1,0,0,0,1,0
"I'm not a chef, but I love cooking",0,0,0,0,0,0
Bro is a trash,1,0,0,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
That is goddman great,0,0,0,0,0,0
Bro is a libtard,1,0,0,0,1,1
Shut up npc,1,0,0,0,1,0
You are a waste of space and time,1,0,0,0,1,0
They do not belong in civilized society,1,0,0,0,0,1
nigger,1,1,1,0,1,1
faggot,1,0,1,0,1,0
Why do I detest waking up so much?,0,0,0,0,0,0
You faggot,1,0,1,0,1,0
You are freaking sick,0,0,0,0,0,0
That is goddamn amazing,0,0,1,0,0,0
You n1gger,1,0,1,0,1,0
You c*nt,1,0,1,0,1,0
bugs is what I dislike the most,0,0,0,0,0,0
You are a snowfalke,1,0,0,0,1,0
You faggot,1,0,1,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
pizza is what I don't like the most,0,0,0,0,0,0
You d1(|<,1,0,1,0,1,0
Big fat check,0,0,0,0,0,0
I will find you and end you,1,1,0,1,0,0
You are hella great,0,0,1,0,0,0
That is bloody sick,0,0,1,0,0,0
sob,1,0,1,0,1,0
It would be a shame if something happened to your family,1,0,0,1,0,0
I detest heat,0,0,0,0,0,0
I will find you and end you,1,1,0,1,0,0
I really hate wind,0,0,0,0,0,0
You are a beast at football,0,0,0,0,0,0
We are coming for you,1,0,0,1,0,0
It would be a shame if something happened to your family,1,0,0,1,0,0
You n i g g e r,1,0,1,0,1,0
You nigger,1,0,1,0,1,0
running is what I cant stand the most,0,0,0,0,0,0
Bro is a npc,1,0,0,0,1,0
I really loathe summer,0,0,0,0,0,0
Why do you even bother trying?,1,0,0,0,1,0
These people are amazing,0,0,0,0,0,0
You are a magat,1,0,0,0,1,1
God is so unfair to take away your intelligence,1,0,0,0,1,0
I dislike mondays,0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
You are annoying everyone,1,0,0,0,1,0
Why do I loathe waking up so much?,0,0,0,0,0,0
Shut up incel,1,0,0,0,1,0
Do us a favor and disappear,1,0,0,0,1,0
You shit,1,0,1,0,1,0
I hope something bad happens to you soon,1,0,0,1,0,0
Women ruin everything,1,0,0,0,1,1
You are hella amazing,0,0,1,0,0,0
He is a demon at guitar,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
You are dead meat,1,1,0,1,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
Hope something good happens to you soon,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
I really detest waking up,0,0,0,0,0,0
I will hunt you down and kill you,1,1,0,1,0,0
That was crazy good,0,0,0,0,0,0
White exist,0,0,0,0,0,0
Sleep with one eye open,1,0,0,1,0,0
I am dating a Men person,0,0,0,0,0,0
Why do I dislike traffic so much?,0,0,0,0,0,0
Just leave the package at the door,0,0,0,0,0,0
I really detest updates,0,0,0,0,0,0
That is super amazing,0,0,0,0,0,0
f a g g o t,1,0,1,0,1,0
I loathe waking up,0,0,0,0,0,0
You are a diaf,1,1,0,1,0,0
Why do I don't like heat so much?,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
n i g g e r,1,0,1,0,1,0
That is goddamn cool,0,0,1,0,0,0
n i g g e r,1,0,1,0,1,0
I dislike ads,0,0,0,0,0,0
a s s h o l e,1,0,1,0,1,0
Common W,0,0,0,0,0,0
whore,1,0,1,0,1,0
Shut up npc,1,0,0,0,1,0
slow internet is what I cant stand the most,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
I really loathe heat,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
errors is what I don't like the most,0,0,0,0,0,0
This is lit,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
You d i c k,1,0,1,0,1,0
You shit,1,0,1,0,1,0
That is supre amazing,0,0,0,0,0,0
I really cant stand bugs,0,0,0,0,0,0
Bro is a npc,1,0,0,0,1,0
That is danm sick,0,0,0,0,0,0
Women are inferior,1,0,0,0,1,1
I am dating a Asian person,0,0,0,0,0,0
I detest snow,0,0,0,0,0,0
Shut up trash,1,0,0,0,1,0
I cant stand broccoli,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
You are impossible to underestimate,1,0,0,0,1,0
You will regret this,1,0,0,1,0,0
I detest lag,0,0,0,0,0,0
pos,1,0,1,0,1,0
This is fire,0,0,0,0,0,0
You n*gger,1,0,1,0,1,0
I really don't like winter,0,0,0,0,0,0
See what happens in the next episode,0,0,0,0,0,0
traffic is what I detest the most,0,0,0,0,0,0
You d1(|<,1,0,1,0,1,0
sob,1,0,1,0,1,0
I hate Black people,1,0,0,0,1,1
You better be careful when you leave your house,1,0,0,1,0,0
I will hunt you down and kill you,1,1,0,1,0,0
I want it so bad,0,0,0,0,0,0
Based take,0,0,0,0,0,0
Do us a favor and disappear,1,0,0,0,1,0
Why do I detest spicy food so much?,0,0,0,0,0,0
b*tch,1,0,1,0,1,0
Typical behavior from a professional athlete,0,0,0,0,0,0
You b i t c h,1,0,1,0,1,0
You are damn cool,0,0,1,0,0,0
That is damn sick,0,0,1,0,0,0
We are coming for you,1,0,0,1,0,0
Shut up simp,1,0,0,0,1,0
Bro is a clown,1,0,0,0,1,0
bugs is what I cant stand the most,0,0,0,0,0,0
We are coming for you,1,0,0,1,0,0
That trick was sick,0,0,0,0,0,0
"Watch your step, the floor is wet",0,0,0,0,0,0
We are coming for you,1,0,0,1,0,0
Jewish are inferior,1,0,0,0,1,1
Gay are criminals,1,0,0,0,1,1
That is hella lit,0,0,1,0,0,0
Bro is a clown,1,0,0,0,1,0
I loathe sushi,0,0,0,0,0,0
That is damn cool,0,0,1,0,0,0
lag is what I cant stand the most,0,0,0,0,0,0
Why do I dislike updates so much?,0,0,0,0,0,0
That was a killer move,0,0,0,0,0,0
I really cant stand mondays,0,0,0,0,0,0
I detest exams,0,0,0,0,0,0
You are a libtard,1,0,0,0,1,1
Sleep with one eye open,1,0,0,1,0,0
That is hella awesome,0,0,1,0,0,0
I really hate coffee,0,0,0,0,0,0
Watch your back,1,0,0,1,0,0
I am dating a Gay person,0,0,0,0,0,0
I loathe bugs,0,0,0,0,0,0
I really hate running,0,0,0,0,0,0
"Watch your step, the floor is wet",0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
You are a simp,1,0,0,0,1,0
Why do I dislike sushi so much?,0,0,0,0,0,0
Why do I hate ads so much?,0,0,0,0,0,0
You are bad,1,0,0,0,1,0
You have no idea what is coming your way,1,0,0,1,0,0
"Please go away, I need to focus",0,0,0,0,0,0
Shut up clown,1,0,0,0,1,0
You are nasty,1,0,0,0,1,0
You are goddamn good,0,0,1,0,0,0
I am dating a Jewish person,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
That is fukcing great,0,0,0,0,0,0
Please just go away,1,0,0,0,1,0
I hate cold,0,0,0,0,0,0
This is fire,0,0,0,0,0,0
winter is what I hate the most,0,0,0,0,0,0
"Please go away, I need to focus",0,0,0,0,0,0
You are a mid,1,0,0,0,1,0
I hope something bad happens to you soon,1,0,0,1,0,0
Gay are disgusting,1,0,0,0,1,1
Nobody likes you,1,0,0,0,1,0
n1gger,1,0,1,0,1,0
gtfo,1,0,1,0,0,0
Please just go away,1,0,0,0,1,0
Shut up pos,1,0,1,0,1,0
c*nt,1,0,1,0,1,0
Hope something good happens to you soon,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
You a s s h o l e,1,0,1,0,1,0
Your days are numbered,1,0,0,1,0,0
faggot,1,0,1,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
You are a smip,1,0,0,0,1,0
He is a demon at coding,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
pos,1,0,1,0,1,0
rain is what I don't like the most,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
You are freaking good,0,0,0,0,0,0
That is bloody excellent,0,0,1,0,0,0
See what happens in the next episode,0,0,0,0,0,0
Your days are numbered,1,0,0,1,0,0
You @$$h01e,1,0,1,0,1,0
Why do I detest updates so much?,0,0,0,0,0,0
Bro is a incel,1,0,0,0,1,0
You better be careful when you leave your house,1,0,0,1,0,0
winter is what I dislike the most,0,0,0,0,0,0
This is fire,0,0,0,0,0,0
cold is what I loathe the most,0,0,0,0,0,0
You are goddamn lit,0,0,1,0,0,0
You are sick,1,0,0,0,1,0
Your days are numbered,1,0,0,1,0,0
I really dislike bugs,0,0,0,0,0,0
Shut up sob,1,0,1,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
That trick was sick,0,0,0,0,0,0
You are a boomer,1,0,0,0,1,0
shit,1,0,1,0,1,0
d1(|<,1,0,1,0,1,0
Please just go away,1,0,0,0,1,0
